FPGA Time,Match Time,Theta,Left Front Absolute,Left Front Assumed,Right Front Absolute,Right Front Assumed,Left Rear Absolute,Left Rear Assumed,Right Rear Absolute,Right Rear Assumed,TargetX,TargetY,TargetTheta,Pose Theta,poseX,poseY,Shoulder Absolute Pos,Shoulder Motor Pos,Extension Pos,Elbow Absolute Pos,Elbow Motor Pos,Shoulder Desired Pos,Extension Desired Pos,Elbow Desired Pos,determineArmZoneHandOff,DesiredIntakeAngle,Commanded Extension Position,AutoState,Driving,
2.500559,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
3.620741,-1.0,91.78802490234375,,,,,,,,,,,,91.78802490234376,0.0,0.0,,,7.91015625,,,,,,,,,,,
3.639437,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
3.697782,-1.0,91.7962646484375,,,,,,,,,,,,91.79626464843751,0.0,0.0,,,7.91015625,,,,,,,,,,,
3.703519,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
3.739081,-1.0,91.7962646484375,,,,,,,,,,,,91.79626464843751,0.0,0.0,,,7.91015625,,,,,,,,,,,
3.744893,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
3.776492,-1.0,91.7962646484375,,,,,,,,,,,,91.79626464843751,0.0,0.0,,,7.91015625,,,,,,,,,,,
3.784359,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
3.882843,-1.0,91.79901123046875,,,,,,,,,,,,91.79901123046875,0.0,0.0,,,7.91015625,,,,,,,,,,,
3.89391,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
3.922367,-1.0,91.79901123046875,,,,,,,,,,,,91.79901123046875,0.0,0.0,,,7.91015625,,,,,,,,,,,
3.927135,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
3.938039,-1.0,91.79901123046875,,,,,,,,,,,,91.79901123046875,0.0,0.0,,,7.91015625,,,,,,,,,,,
3.94146,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
3.953251,-1.0,91.8017578125,,,,,,,,,,,,91.8017578125,0.0,0.0,,,7.91015625,,,,,,,,,,,
3.956432,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
3.967455,-1.0,91.8017578125,,,,,,,,,,,,91.8017578125,0.0,0.0,,,7.91015625,,,,,,,,,,,
3.970907,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
3.983242,-1.0,91.8017578125,,,,,,,,,,,,91.8017578125,0.0,0.0,,,7.91015625,,,,,,,,,,,
3.987242,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.000196,-1.0,91.8017578125,,,,,,,,,,,,91.8017578125,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.004035,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.025713,-1.0,91.8017578125,,,,,,,,,,,,91.8017578125,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.030122,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.042142,-1.0,91.8017578125,,,,,,,,,,,,91.8017578125,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.045752,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.076331,-1.0,91.8017578125,,,,,,,,,,,,91.8017578125,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.079177,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.093181,-1.0,91.8017578125,,,,,,,,,,,,91.8017578125,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.095895,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.107242,-1.0,91.80450439453125,,,,,,,,,,,,91.80450439453125,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.110275,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.119983,-1.0,91.80450439453125,,,,,,,,,,,,91.80450439453125,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.122779,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.132118,-1.0,91.80450439453125,,,,,,,,,,,,91.80450439453125,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.134405,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.144816,-1.0,91.80450439453125,,,,,,,,,,,,91.80450439453125,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.147804,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.156936,-1.0,91.80450439453125,,,,,,,,,,,,91.80450439453125,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.159426,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.169442,-1.0,91.80450439453125,,,,,,,,,,,,91.80450439453125,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.172062,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.18279,-1.0,91.8072509765625,,,,,,,,,,,,91.8072509765625,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.185168,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.197467,-1.0,91.8072509765625,,,,,,,,,,,,91.8072509765625,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.199925,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.210919,-1.0,91.8072509765625,,,,,,,,,,,,91.8072509765625,0.0,0.0,,,7.91015625,,,,,,,,,,,
4.227444,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.315168,-1.0,91.8072509765625,,,,,,,,,,,,91.8072509765625,0.0,0.0,,,7.91015625,,,,,,armDownNotCenterIntakeDown,0.0,2.0,firstPlace,false,
4.31644,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.337376,-1.0,90.0,,,,,,,,,,,,90.0,2.3000048233893744,3.950404884353319,,,7.998046875,,,,,,armDownNotCenterIntakeDown,0.0,2.0,firstPlace,false,
4.338803,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4.361627,-1.0,89.9835205078125,,,,,,,,,,,,89.9835205078125,2.300004915105205,3.950444807730291,,,7.998046875,,,,,,armDownNotCenterIntakeDown,0.0,2.0,firstPlace,false,
4.363107,-1.0,,,,,,,,,,,,,,,,,,0.012811807540420873,,,,,,,,,,,
4.38663,-1.0,89.99176025390625,,,,,,,,,,,,89.99176025390625,2.300004579757347,3.9504562159221432,,,7.998046875,,,,,,armDownNotCenterIntakeDown,0.0,2.0,firstPlace,false,
4.388421,-1.0,,,,,,,,,,,,,,,,,,0.14873477719339173,,,,,,,,,,,
4.403396,-1.0,89.989013671875,,,,,,,,,,,,89.989013671875,2.3000045586913345,3.9504676223712605,,,7.998046875,,,,,,armDownNotCenterIntakeDown,0.0,2.0,firstPlace,false,
4.40428,-1.0,,,,,,,,,,,,,,,,,,0.14873477719339173,,,,,,,,,,,
4.419382,-1.0,89.99176025390625,,,,,,,,,,,,89.99176025390625,2.3000045586913345,3.9504676223712605,,,7.998046875,,,,,,armDownNotCenterIntakeDown,0.0,2.0,firstPlace,false,
4.420118,-1.0,,,,,,,,,,,,,,,,,,0.2727295122397639,,,,,,,,,,,
4.435706,-1.0,89.99176025390625,,,,,,,,,,,,89.99176025390625,2.3000046075725633,3.9504733256738054,,,7.998046875,,,,,,armDownNotCenterIntakeDown,0.0,2.0,firstPlace,false,
4.436663,-1.0,,,,,,,,,,,,,,,,,,0.2727295122397639,,,,,,,,,,,
4.451093,-1.0,89.9835205078125,,,,,,,,,,,,89.9835205078125,2.3000046075725633,3.9504733256738054,,,7.998046875,,,,,,armDownNotCenterIntakeDown,0.0,2.0,firstPlace,false,
4.452125,-1.0,,,,,,,,,,,,,,,,,,0.6199736752318606,,,,,,,,,,,
4.466904,-1.0,89.98077392578125,,,,,,,,,,,,89.98077392578125,2.3000046075725633,3.9504733256738054,,,8.0859375,,,,,,armDownNotCenterIntakeDown,0.0,2.0,firstPlace,false,
